StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,partavail,A_consent4,A_qc,A_relstat2,A_relstat2_5_TEXT,A_rellength,A_sex,A_sex_3_TEXT,B_sex,B_sex_3_TEXT,A_age,A_sexorient,A_sexorient_7_TEXT,A_race_1,A_race_2,A_race_3,A_race_4,A_race_5,A_race_6,A_race_8,A_self_religion,A_self_religion_14_TEXT,A_self_height_1,A_self_height_2,A_self_smoke,A_self_poliparty,A_ideal_affection1,A_ideal_affection2,A_ideal_ambition1,A_ideal_ambition2,A_ideal_artistic1,A_ideal_artistic2,A_ideal_disposition1,A_ideal_disposition2,A_ideal_family1,A_ideal_family2,A_ideal_health1,A_ideal_health2,A_ideal_humor1,A_ideal_humor2,A_ideal_intelligent1,A_ideal_intelligent2,A_ideal_kind1,A_ideal_kind2,A_ideal_parenting1,A_ideal_parenting2,A_ideal_physatt1,A_ideal_physatt2,A_ideal_religious1,A_ideal_religious2,A_ideal_resources1,A_ideal_resources2,A_ideal_sexy1,A_ideal_sexy2,A_ideal_status1,A_ideal_status2,A_ideal_age,A_self_affectionate1,A_self_affectionate2,A_self_ambition1,A_self_ambition2,A_self_artistic1,A_self_artistic2,A_self_disposition1,A_self_disposition2,A_self_family1,A_self_family2,A_self_health1,A_self_health2,A_self_humor1,A_self_humor2,A_self_intelligent1,A_self_intelligent2,A_self_kind1,A_self_kind2,A_self_parenting1,A_self_parenting2,A_self_physatt1,A_self_physatt2,A_self_religious1,A_self_religious2,A_self_resources1,A_self_resources2,A_self_sexy1,A_self_sexy2,A_self_status1,A_self_status2,A_mate_affectionate1,A_mate_affectionate2,A_mate_ambition1,A_mate_ambition2,A_mate_artistic1,A_mate_artistic2,A_mate_disposition1,A_mate_disposition2,A_mate_family1,A_mate_family2,A_mate_health1,A_mate_health2,A_mate_humor1,A_mate_humor2,A_mate_intelligent1,A_mate_intelligent2,A_mate_kind1,A_mate_kind2,A_mate_parenting1,A_mate_parenting2,A_mate_physatt1,A_mate_physatt2,A_mate_religious1,A_mate_religious2,A_mate_resources1,A_mate_resources2,A_mate_sexy1,A_mate_sexy2,A_mate_status1,A_mate_status2,A_attcheck,A_qmi_1,A_qmi_2,A_qmi_3,A_qmi_4,A_qmi_5,A_qmi_happy,A_jeal1,A_jeal2,A_jeal3,A_jeal4,A_jeal5,A_kiss_p_1,A_kiss_r_1,kbehavior_P1,kbehavior_P2,kbehavior_P3,kbehavior_P4,kbehavior_P5,kbehavior_R1,kbehavior_R2,kbehavior_R3,kbehavior_R4,kbehavior_R5,A_dq_ethnicity_1,A_dq_ethnicity_2,A_dq_ethnicity_3,A_dq_ethnicity_4,A_dq_ethnicity_5,A_dq_ethnicity_6,A_dq_religion_1,A_dq_religion_2,A_dq_religion_3,A_dq_religion_4,A_dq_religion_5,A_dq_religion_6,A_dq_religion_7,A_dq_religion_8,A_dq_religion_9,A_dq_religion_10,A_dq_religion_11,A_dq_religion_13,A_dq_height_1,A_dq_height_2,A_dq_height_8,A_dq_height_9,A_dq_height_10,A_dq_height_11,A_dq_height_12,A_dq_smoke_1,A_dq_smoke_2,A_dq_smoke_3,A_dq_poliparty_1,A_dq_poliparty_2,A_dq_poliparty_3,A_dq_poliparty_4,A_dq_poliparty_5,A_prqc1_1,A_prqc1_2,A_prqc1_3,A_prqc1_4,A_prqc1_5,A_prqc1_6,A_prqc2_1,A_prqc2_2,A_prqc2_3,A_prqc2_4,A_prqc2_5,A_prqc2_6,A_prqc3_1,A_prqc3_2,A_prqc3_3,A_prqc3_4,A_prqc3_5,A_prqc3_6,A_imp_30,A_imp_31,A_imp_32,A_imp_33,A_imp_34,A_imp_35,A_imp_36,A_imp_37,A_imp_38,A_imp_39,A_imp_40,A_imp_41,A_imp_42,A_imp_43,A_imp_44,A_imp_45,B_consent4,B_qc,B_age,B_sexorient,B_sexorient_7_TEXT,B_race_1,B_race_2,B_race_3,B_race_4,B_race_5,B_race_6,B_race_8,B_self_religion,B_self_religion_14_TEXT,B_self_height_1,B_self_height_2,B_self_smoke,B_self_poliparty,B_ideal_affection1,B_ideal_affection2,B_ideal_ambition1,B_ideal_ambition2,B_ideal_artistic1,B_ideal_artistic2,B_ideal_disposition1,B_ideal_disposition2,B_ideal_family1,B_ideal_family2,B_ideal_health1,B_ideal_health2,B_ideal_humor1,B_ideal_humor2,B_ideal_intelligent1,B_ideal_intelligent2,B_ideal_kind1,B_ideal_kind2,B_ideal_parenting1,B_ideal_parenting2,B_ideal_physatt1,B_ideal_physatt2,B_ideal_religious1,B_ideal_religious2,B_ideal_resources1,B_ideal_resources2,B_ideal_sexy1,B_ideal_sexy2,B_ideal_status1,B_ideal_status2,B_ideal_age,B_self_affectionate1,B_self_affectionate2,B_self_ambition1,B_self_ambition2,B_self_artistic1,B_self_artistic2,B_self_disposition1,B_self_disposition2,B_self_family1,B_self_family2,B_self_health1,B_self_health2,B_self_humor1,B_self_humor2,B_self_intelligent1,B_self_intelligent2,B_self_kind1,B_self_kind2,B_self_parenting1,B_self_parenting2,B_self_physatt1,B_self_physatt2,B_self_religious1,B_self_religious2,B_self_resources1,B_self_resources2,B_self_sexy1,B_self_sexy2,B_self_status1,B_self_status2,B_mate_affectionate1,B_mate_affectionate2,B_mate_ambition1,B_mate_ambition2,B_mate_artistic1,B_mate_artistic2,B_mate_disposition1,B_mate_disposition2,B_mate_family1,B_mate_family2,B_mate_health1,B_mate_health2,B_mate_humor1,B_mate_humor2,B_mate_intelligent1,B_mate_intelligent2,B_mate_kind1,B_mate_kind2,B_mate_parenting1,B_mate_parenting2,B_mate_physatt1,B_mate_physatt2,B_mate_religious1,B_mate_religious2,B_mate_resources1,B_mate_resources2,B_mate_sexy1,B_mate_sexy2,B_mate_status1,B_mate_status2,B_attcheck,B_qmi_1,B_qmi_2,B_qmi_3,B_qmi_4,B_qmi_5,B_qmi_happy,B_jeal1,B_jeal2,B_jeal3,B_jeal4,B_jeal5,B_kiss_p_1,B_kiss_r_1,kbehavior_P1,kbehavior_P2,kbehavior_P3,kbehavior_P4,kbehavior_P5,kbehavior_R1,kbehavior_R2,kbehavior_R3,kbehavior_R4,kbehavior_R5,B_dq_religion_1,B_dq_religion_2,B_dq_religion_3,B_dq_religion_4,B_dq_religion_5,B_dq_religion_6,B_dq_religion_7,B_dq_religion_8,B_dq_religion_9,B_dq_religion_10,B_dq_religion_11,B_dq_religion_13,B_dq_height_1,B_dq_height_2,B_dq_height_8,B_dq_height_9,B_dq_height_10,B_dq_height_11,B_dq_height_12,B_dq_smoke_1,B_dq_smoke_2,B_dq_smoke_3,B_dq_poliparty_1,B_dq_poliparty_2,B_dq_poliparty_3,B_dq_poliparty_4,B_dq_poliparty_5,B_dq_ethnicity_1,B_dq_ethnicity_2,B_dq_ethnicity_3,B_dq_ethnicity_4,B_dq_ethnicity_5,B_dq_ethnicity_6,B_prqc1_1,B_prqc1_2,B_prqc1_3,B_prqc1_4,B_prqc1_5,B_prqc1_6,B_prqc2_1,B_prqc2_2,B_prqc2_3,B_prqc2_4,B_prqc2_5,B_prqc2_6,B_prqc3_1,B_prqc3_2,B_prqc3_3,B_prqc3_4,B_prqc3_5,B_prqc3_6,B_imp_30,B_imp_31,B_imp_32,B_imp_33,B_imp_34,B_imp_35,B_imp_36,B_imp_37,B_imp_38,B_imp_39,B_imp_40,B_imp_41,B_imp_42,B_imp_43,B_imp_44,B_imp_45,opp,PID,psid,K2,med,Q_TotalDuration,Q_BallotBoxStuffing,Q_RelevantIDDuplicateScore,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDFraudScore,gc,term,LS
7/7/2021 14:35,7/7/2021 14:46,0,98.116.100.53,100,683,1,7/7/2021 14:46,R_8IkhnJaESxT52jD,,,,,40.94839478,-73.73239899,anonymous,EN,4,9,1,4,,30,1,,0,,59,1,,,,,,,1,,10,,6,0,3,2,6,6,6,6,6,6,6,6,7,6,6,6,7,7,6,6,7,7,6,7,7,6,7,7,7,6,7,6,6,6,7,5,5,7,5,5,5,7,7,7,7,6,6,5,7,7,7,7,8,9,8,5,5,1,1,7,7,5,3,6,6,5,5,5,6,6,5,7,5,7,5,7,6,7,7,7,6,7,5,7,7,7,7,2,2,7,7,5,4,5,5,3,,,,,,,3,3,3,3,3,4,4,4,4,3,2,4,4,4,4,3,4,1,1,1,1,1,1,,,,,,,,,,,,1,,1,1,1,1,1,,,,1,,1,,1,,,,,,,,3,5,6,5,5,5,6,6,6,6,6,6,5,5,6,6,6,2,5,6,5,6,0,5,5,6,6,6,9,1,53,1,,,,,,,1,,5,,5,6,3,2,8,8,7,7,7,7,7,8,8,7,7,7,8,7,8,8,7,7,7,8,8,7,7,8,7,7,7,8,7,7,8,7,8,8,8,7,8,7,7,8,8,8,7,8,8,8,7,7,8,8,7,7,8,7,8,7,7,8,8,8,8,8,7,8,7,7,8,7,8,7,8,7,8,7,7,7,8,6,7,8,7,8,8,8,8,7,8,8,8,7,7,3,5,5,5,5,5,7,4,3,3,3,3,4,4,3,2,3,3,3,3,3,3,3,3,,,,,1,,,,,1,,,,,,1,1,1,,,,1,,1,,,,,,,,,1,5,5,5,5,5,5,,,,,,,6,5,5,5,5,5,5,5,5,4,6,6,8,2,5,5,5,4,5,4,5,6,Qual2413-0611RelationshipDYADWave1,1503396664,8Umbszsqu8OEluwtFyk7jw**,26073,2.25961E+13,683,,,,,,1,,{Invalid Expression}
7/7/2021 14:33,7/7/2021 14:47,0,168.158.148.169,100,786,1,7/7/2021 14:47,R_1INt0n6Q54r3cL7,,,,,33.38749695,-111.8507004,anonymous,EN,4,9,1,4,,10,1,,1,,41,1,,,,,,,1,,2,,6,1,1,2,11,10,11,10,9,11,10,10,10,10,10,10,10,10,10,11,10,10,10,10,9,9,11,9,11,11,10,10,9,10,9,10,11,10,10,11,10,10,11,10,11,10,10,10,11,11,11,11,11,11,11,10,10,10,11,11,11,10,11,10,10,10,8,9,9,11,10,9,9,10,10,9,10,10,9,11,8,10,10,9,9,11,10,9,8,9,10,8,8,9,8,3,,,,,,,7,6,6,7,7,7,6,5,4,5,5,3,5,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,7,6,6,6,6,7,7,6,6,7,6,7,6,6,7,8,5,9,7,9,2,1,3,0,5,1,8,6,2,6,8,9,1,41,1,,,,,,,1,,2,,6,1,1,2,10,9,9,9,9,10,9,10,9,9,10,10,9,9,9,10,10,10,9,10,10,9,10,10,9,10,9,9,9,10,10,10,10,11,9,10,11,10,10,11,10,10,10,11,11,11,10,10,10,11,10,10,9,10,10,11,11,10,10,10,9,10,11,10,11,10,10,10,10,10,10,10,10,11,10,10,11,11,10,11,10,10,11,10,10,10,10,11,10,11,11,3,7,6,7,6,6,9,7,7,6,7,7,6,7,5,4,5,4,5,4,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,7,7,6,7,6,7,6,7,6,7,6,7,6,6,6,5,6,7,0,7,4,7,0,0,8,7,7,7,7,2,6,Qual2413-0611RelationshipDYADWave1,1998445678,8Umbszsqu8OUp7AODGZfbw**,26073,3.00366E+13,786,,,,,,1,,{Invalid Expression}
7/7/2021 14:37,7/7/2021 14:51,0,71.74.71.80,100,876,1,7/7/2021 14:51,R_5cB7beRHtAMVhjr,,,,,41.53979492,-83.58940125,anonymous,EN,4,9,1,3,,5,1,,0,,26,1,,1,,,,,,,9,,5,10,2,1,3,5,3,2,4,3,3,3,3,4,3,4,4,10,4,3,9,1,4,7,3,4,4,2,7,4,11,3,3,4,3,4,3,7,4,6,3,3,4,5,3,6,2,8,2,8,6,5,6,4,2,5,3,2,3,10,4,3,6,7,4,7,4,4,7,5,1,6,3,1,7,10,6,4,3,2,6,4,4,6,5,5,5,6,3,10,3,7,7,10,4,3,2,5,5,3,5,8,5,6,4,4,5,4,5,3,3,3,3,4,2,2,4,3,4,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,,,,,3,2,5,5,1,6,,,,,,,,,,,,,8,0,7,8,2,1,7,9,0,8,0,0,7,7,8,8,9,1,27,1,,1,,,,,,,9,,5,8,3,2,6,5,4,3,6,11,5,7,10,6,6,7,6,3,4,11,6,7,2,9,5,4,7,5,8,4,3,5,7,6,3,2,4,7,4,5,11,3,5,4,2,4,7,1,7,5,10,2,7,3,6,6,5,1,6,5,5,5,4,4,6,4,7,3,8,3,3,1,3,3,4,3,4,1,6,5,6,3,4,4,5,4,4,7,2,4,2,10,2,4,3,3,5,4,4,2,6,8,4,2,5,6,6,5,5,5,4,5,4,3,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,5,6,4,3,4,3,3,5,4,5,5,6,5,4,5,5,1,3,10,4,3,10,6,4,5,5,3,0,8,8,5,Qual2413-0611RelationshipDYADWave1,1998815707,8Umbszsqu8NWnS51C-k-BA**,26073,3.00422E+13,876,,,,,,1,,{Invalid Expression}
7/7/2021 14:40,7/7/2021 14:51,0,24.116.238.133,100,691,1,7/7/2021 14:51,R_3M6iEa8nwctqXyA,,,,,33.64649963,-96.61319733,anonymous,EN,4,9,1,4,,48,1,,0,,69,1,,,,,,,1,,1,,6,1,3,5,5,7,,7,6,5,7,5,6,6,6,7,5,5,,6,5,6,5,6,6,6,6,6,,7,,7,6,6,6,6,6,6,7,5,6,5,5,7,7,7,6,7,7,,7,7,6,6,5,6,5,5,5,7,5,4,7,5,5,6,6,,6,5,6,6,5,5,6,7,6,6,7,6,8,6,5,6,5,6,7,5,5,5,6,6,7,6,6,3,7,7,7,7,7,10,2,3,1,1,3,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,7,7,7,7,7,7,,6,5,7,6,7,7,4,5,7,7,7,,,,,,,,,,,,,,,,,9,1,69,1,,,,,,,1,,1,,6,1,3,5,7,6,,6,5,7,5,6,6,6,7,6,5,7,,6,7,5,7,6,6,5,6,6,7,7,5,6,6,5,8,6,6,5,6,6,7,5,7,7,5,6,,7,6,7,6,7,6,7,6,6,6,6,6,5,5,7,6,7,5,5,6,7,6,7,5,7,7,,6,7,6,6,5,6,6,5,7,6,6,6,5,5,6,6,7,7,7,7,6,3,7,7,7,7,7,10,3,2,5,3,3,7,5,3,4,3,4,4,3,4,,3,3,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,1,,7,7,7,7,7,7,7,7,7,7,7,,,,,,,5,3,4,5,6,5,2,3,5,6,3,10,8,7,4,4,Qual2413-0611RelationshipDYADWave1,1502099273,8Umbszsqu8Ow-ng175ZzmQ**,26073,2.25766E+13,691,,,,,,1,,{Invalid Expression}
7/7/2021 14:33,7/7/2021 14:53,0,75.49.162.228,100,1200,1,7/7/2021 14:53,R_29tPNq6QhZC7uMp,,,,,29.66090393,-82.58499908,anonymous,EN,4,9,1,4,,20,1,,0,,42,1,,,,,,,1,,7,,5,10,1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,7,7,7,7,7,10,1,1,1,1,1,7,7,5,2,5,5,5,5,5,5,2,5,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,7,7,7,7,7,7,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,42,1,,,,,,,1,,7,,5,10,1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,7,7,7,7,7,10,1,1,1,1,1,7,7,5,2,5,5,5,5,5,5,2,5,,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,Qual2413-0611RelationshipDYADWave1,1928543719,8Umbszsqu8PesyJclAzmcA**,26073,2.8986E+13,1200,,,,,,1,,{Invalid Expression}
7/7/2021 14:36,7/7/2021 14:55,0,73.200.35.37,100,1114,1,7/7/2021 14:55,R_2YzagDkl0Xt0c6i,,,,,38.90640259,-77.12779999,anonymous,EN,4,9,1,4,,8,0,,1,,41,1,,,,1,,,,,2,,5,6,2,2,8,6,7,8,6,7,7,7,9,7,7,7,7,7,8,7,7,7,8,8,8,7,6,7,7,8,6,7,7,8,5,7,7,8,8,7,7,7,8,8,8,7,7,8,8,7,8,7,8,7,8,7,7,7,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,9,8,8,8,8,8,3,6,6,6,6,6,8,6,4,5,7,7,3,6,3,3,3,5,3,3,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,6,6,5,6,7,6,6,7,,,,,,,4,5,3,6,6,7,7,7,3,5,4,4,5,5,3,6,9,1,43,1,,,,,,,1,,2,,5,11,1,2,9,9,8,8,9,7,9,8,10,9,8,9,9,9,8,9,8,8,9,9,8,8,8,9,8,9,8,9,8,9,5,9,9,9,8,9,9,9,9,8,8,8,9,9,8,9,9,9,8,8,8,9,8,7,7,8,9,8,8,8,9,10,10,10,10,8,9,10,9,11,10,9,8,8,9,9,9,10,10,9,9,10,9,9,8,9,10,9,8,10,9,3,7,7,6,7,6,9,5,5,6,7,7,5,2,3,4,4,3,3,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,6,6,5,7,6,6,6,6,7,7,7,6,7,6,2,4,5,6,5,7,7,7,6,2,5,4,1,6,Qual2413-0611RelationshipDYADWave1,1988088844,8Umbszsqu8NQH4ltnY2_MQ**,26073,2.9881E+13,1114,,,,,,1,,{Invalid Expression}
7/7/2021 14:34,7/7/2021 15:00,0,74.128.211.152,100,1560,1,7/7/2021 15:00,R_1246YrNPvHVmDy6,,,,,38.00860596,-87.57460022,anonymous,EN,4,9,1,4,,49,0,,1,,67,1,,,,,,,1,,12,,5,4,3,2,6,6,6,6,6,6,6,6,6,6,9,9,6,10,10,10,6,9,6,6,6,6,1,6,9,6,6,6,10,6,10,1,1,6,6,3,4,6,6,1,1,6,9,11,7,9,9,6,6,1,1,6,3,6,1,9,6,1,1,7,6,3,1,7,6,1,9,8,6,1,1,7,7,11,9,11,11,6,11,1,1,9,6,1,1,9,6,7,1,10,10,3,,,,,,,4,4,3,7,7,1,6,1,1,1,1,1,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,1,7,7,7,7,7,1,1,1,7,7,7,5,0,0,10,0,10,10,10,10,0,5,0,10,0,0,10,9,1,72,1,,,,,,,1,,10,,5,6,3,2,7,3,9,8,3,6,10,10,1,1,10,7,10,9,10,10,3,11,1,1,7,6,1,1,6,8,9,7,7,6,9,1,1,6,6,1,9,9,2,1,1,3,2,10,10,10,10,3,10,1,1,3,1,1,1,10,5,1,1,9,9,1,1,5,6,1,5,5,5,1,1,8,8,8,6,10,9,7,6,1,1,8,6,1,1,9,6,1,1,8,6,3,6,6,6,6,6,8,3,6,6,7,7,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,1,1,,,,,,,1,,1,1,1,1,,,,,,1,5,6,6,7,6,6,1,6,6,6,6,5,1,1,1,5,5,5,10,0,0,10,0,10,10,10,10,0,10,0,0,10,0,0,Qual2413-0611RelationshipDYADWave1,1505045416,8Umbszsqu8MQFePPR8-jAA**,26073,2.26208E+13,1560,,,,,,1,,{Invalid Expression}
7/7/2021 14:43,7/7/2021 15:00,0,66.26.1.31,100,1024,1,7/7/2021 15:00,R_21FljhzpxkuxqvF,,,,,33.86199951,-79.74250031,anonymous,EN,4,9,1,2,,9,0,,1,,24,1,,,1,,,,,,12,,5,4,1,2,10,10,4,7,4,6,8,11,10,5,6,8,4,5,5,4,7,7,10,5,10,9,6,5,3,6,10,10,10,11,3,4,5,5,5,4,4,5,6,9,5,4,4,9,4,6,5,5,5,6,7,6,6,8,9,6,6,6,4,2,6,4,5,2,5,6,6,4,4,5,5,11,5,5,4,5,6,5,4,5,4,5,6,4,6,3,4,5,4,3,6,3,4,5,5,5,4,7,3,1,3,3,1,6,5,1,2,4,5,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4,5,5,6,4,6,6,6,5,5,,,,,,,4,5,6,7,5,7,5,6,6,0,7,5,6,0,5,6,9,1,24,1,,,1,,,,,,12,,5,4,1,2,4,6,3,3,4,7,3,2,5,7,9,4,3,2,5,6,5,4,3,6,5,4,3,7,2,5,7,10,3,3,7,5,5,3,5,3,5,8,5,4,4,5,4,6,5,4,5,3,6,3,6,5,6,2,4,2,5,11,6,4,4,7,4,6,3,6,4,5,6,6,2,2,6,9,6,3,5,1,6,5,7,6,6,10,6,7,5,3,10,5,6,3,6,5,6,5,6,7,5,1,5,5,5,5,4,4,5,5,5,4,4,4,5,4,4,,,,,,,,,,,,1,,,1,,,,,1,,,,1,,,,,1,,,,,5,5,4,6,6,5,5,4,4,4,3,4,,,,,,,5,6,5,6,6,0,1,5,5,7,0,7,9,6,6,6,Qual2413-0611RelationshipDYADWave1,1998815056,8Umbszsqu8M7d3PkG-rM-w**,26073,3.00422E+13,1024,,,,,,1,,{Invalid Expression}
7/7/2021 14:45,7/7/2021 15:02,0,170.202.22.100,100,1017,1,7/7/2021 15:02,R_2e3ERtbjerPJFjG,,,,,41.53819275,-72.80079651,anonymous,EN,4,9,1,4,,16,1,,0,,,2,,,,,,,1,,1,,5,9,3,2,7,7,9,8,7,9,8,9,9,7,7,10,8,8,7,8,9,7,7,8,8,8,9,7,10,6,7,10,9,9,6,10,10,8,10,7,8,8,8,8,9,8,8,9,8,10,9,8,9,7,10,8,8,8,10,9,9,7,9,7,9,9,9,9,10,10,9,9,10,10,8,9,10,9,8,9,10,10,8,9,9,10,8,9,9,8,10,10,9,10,8,3,6,6,6,6,5,8,,,,,,6,6,4,2,5,4,3,3,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,5,6,6,6,6,5,6,5,5,6,5,6,5,5,4,7,4,0,7,0,9,8,9,9,10,8,0,9,0,0,0,9,1,54,2,,,,,,,1,,1,,5,4,3,2,8,9,8,8,7,8,8,7,9,8,9,8,7,8,9,9,7,10,9,9,9,10,8,8,8,9,7,7,9,10,5,8,8,9,8,7,8,8,8,9,10,10,8,9,10,9,7,7,8,9,9,7,8,7,10,8,7,9,9,10,10,8,8,9,7,8,9,10,8,6,9,10,8,8,8,8,7,8,8,10,8,10,10,8,9,7,8,8,10,10,9,3,5,7,6,6,6,8,4,5,3,,6,6,6,4,4,3,4,4,4,3,4,5,4,1,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,1,7,6,5,6,6,6,5,6,5,6,6,5,,,,,,,6,5,1,5,2,9,5,5,5,4,2,4,7,7,5,8,Qual2413-0611RelationshipDYADWave1,1623151537,8Umbszsqu8OJxVq9GhLWAg**,26073,2.4396E+13,1017,,,,,,1,,{Invalid Expression}
7/7/2021 14:35,7/7/2021 15:04,0,71.215.149.238,100,1733,1,7/7/2021 15:04,R_3haSkSXubfq5euc,,,,,26.55589294,-82.02140045,anonymous,EN,4,9,1,4,,42,0,,1,,62,1,,,,,,,1,,12,,5,2,3,2,7,8,7,8,6,6,9,8,1,2,9,8,7,6,11,10,9,9,6,7,8,6,1,1,8,8,10,8,6,6,9,5,4,9,8,5,6,10,11,6,6,6,6,6,4,9,10,8,10,9,7,7,5,2,1,9,8,6,7,9,8,4,2,9,6,6,10,6,6,1,1,10,8,6,3,11,11,10,10,8,6,8,6,1,1,6,2,6,5,9,9,3,6,7,6,6,7,9,7,7,7,7,7,1,3,5,5,1,1,1,4,5,1,5,1,1,,1,1,,1,,,,,,,,,,,,1,,,,,1,1,1,,,1,,1,,,,,,,,,,,,,,,,3,5,4,6,6,5,8,6,1,7,0,5,5,7,9,5,8,0,9,10,0,0,9,1,63,1,,,,,,,1,,12,,5,11,3,2,7,5,6,6,5,6,8,6,1,5,7,7,6,5,9,9,6,6,6,6,7,7,1,1,6,6,7,7,6,6,8,3,2,5,6,6,6,4,4,1,1,7,7,4,2,7,10,7,6,6,6,6,5,1,1,6,3,4,7,5,5,4,3,6,10,4,5,9,11,7,5,6,6,5,3,8,8,7,8,8,7,8,6,1,1,9,8,5,5,8,10,3,6,7,7,6,7,9,,,,,,4,4,4,5,5,5,5,4,5,5,5,4,,,,,,,,,,,,1,,1,1,1,,,,,,1,,1,,,,,,,,,1,7,7,7,7,7,7,3,6,6,6,6,7,3,3,3,6,6,6,3,2,1,9,1,8,7,9,8,8,8,0,5,10,0,1,Qual2413-0611RelationshipDYADWave1,1502060795,8Umbszsqu8PuHzCRaU9Vyw**,26073,2.2576E+13,1733,,,,,,1,,{Invalid Expression}
